Identifiant;n° notice BnF;Type de notice ;Type de document;Localisation;Exemplaire n°;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Couverture;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb40228119v | ISBN 207057539X | ;40228119;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-51353 | ;2;"Nos plus grands défis / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil, Sophie Merlin, Camille Weil... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575398;;;fre | français | ;"1 vol. (392 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40130337f | ISBN 2070575373 | ;40130337;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2006-61828 | ;1;"Quelle famille ! / Ann M. Martin ; traduit de l'anglais par Camille Weil, Sophie Merlin et Nouannipha Simon ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | Weil, Camille (1945-....) | Merlin, Sophie | Simon, Nouannipha (1973-....) | ;Bravo, Émile (1964-....). Illustrateur | Weil, Camille (1945-....). Traducteur | Merlin, Sophie. Traducteur | Simon, Nouannipha (1973-....). Traducteur | ;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575374;;;fre | français | ;"1 vol. (394 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40130337f | ISBN 2070575373 | ;40130337;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-50058 | ;2;"Quelle famille ! / Ann M. Martin ; traduit de l'anglais par Camille Weil, Sophie Merlin et Nouannipha Simon ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | Weil, Camille (1945-....) | Merlin, Sophie | Simon, Nouannipha (1973-....) | ;Bravo, Émile (1964-....). Illustrateur | Weil, Camille (1945-....). Traducteur | Merlin, Sophie. Traducteur | Simon, Nouannipha (1973-....). Traducteur | ;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575374;;;fre | français | ;"1 vol. (394 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb41103292j;41103292;ensemble monographique : notice d'ensemble bibliographique | monographie;texte imprimé;;;"Le club des baby-sitters : en bande dessinée / Ann M. Martin ; une bande dessinée de Raina Telgemeier";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Telgemeier, Raina (1977-....) | Telgemeier, Raina (1977-....). Auteur du texte | ;;Gallimard jeunesse (Paris);2007;;;;fre | français | ;23 cm;
http://catalogue.bnf.fr/ark:/12148/cb41077456g | ISBN 9782070613557 | ;41077456;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2007-142770 | ;1;"L'idée géniale de Kristy / Ann M. Martin ; une bande dessinée de Raina Telgemeier";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Telgemeier, Raina (1977-....) | Telgemeier, Raina (1977-....). Auteur du texte | ;;Gallimard jeunesse (Paris);2007;Code à barres commercial : EAN 9782070613557;;;fre | français | ;"1 vol. (186 p.) : ill., couv. ill. en coul. ; 23 cm";
http://catalogue.bnf.fr/ark:/12148/cb41077456g | ISBN 9782070613557 | ;41077456;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJB-2398 | ;2;"L'idée géniale de Kristy / Ann M. Martin ; une bande dessinée de Raina Telgemeier";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Telgemeier, Raina (1977-....) | Telgemeier, Raina (1977-....). Auteur du texte | ;;Gallimard jeunesse (Paris);2007;Code à barres commercial : EAN 9782070613557;;;fre | français | ;"1 vol. (186 p.) : ill., couv. ill. en coul. ; 23 cm";
http://catalogue.bnf.fr/ark:/12148/cb410677563 | ISBN 9782070612178 | ;41067756;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2007-133177 | ;1;"Nos plus belles vacances / Ann M. Martin ; traduit de l'anglais par Françoise Rose, Camille Weil et Sophie Merlin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2007;Code à barres commercial : EAN 9782070612178;;;fre | français | ;"1 vol. (363 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb410677563 | ISBN 9782070612178 | ;41067756;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-53481 | ;2;"Nos plus belles vacances / Ann M. Martin ; traduit de l'anglais par Françoise Rose, Camille Weil et Sophie Merlin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2007;Code à barres commercial : EAN 9782070612178;;;fre | français | ;"1 vol. (363 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb41145525j | ISBN 9782298000061 | ;41145525;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2007-213633 | ;1;"Une vie de chien : autobiographie d'un chien errant / Ann M. Martin ; traduit de l'anglais (États-Unis) par Émilie Rofas";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rofas, Émilie | ;Rofas, Émilie. Traducteur;Éd. France loisirs (Paris);2007;Code à barres commercial : EAN 9782298000061;;;fre | français | ;"1 vol. (228 p.) : jaquette ill. en coul. ; 19 cm";
http://catalogue.bnf.fr/ark:/12148/cb41271926t | ISBN 9782070612185 | ;41271926;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2008-111657 | ;1;"Chats, chiens et compagnie / Ann M. Martin ; traduit de l'anglais par Dominique Laplier, Camille Weil, Marie-Laure Goupil... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2008;Code à barres commercial : EAN 9782070612185;;;fre | français | ;"1 vol. (390 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb41271926t | ISBN 9782070612185 | ;41271926;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-55121 | ;2;"Chats, chiens et compagnie / Ann M. Martin ; traduit de l'anglais par Dominique Laplier, Camille Weil, Marie-Laure Goupil... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2008;Code à barres commercial : EAN 9782070612185;;;fre | français | ;"1 vol. (390 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb412719395 | ISBN 9782070613656 | ;41271939;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2008-111668 | ;1;"Le secret de Lucy / Ann M. Martin ; une bande dessinée de Raina Telgemeier ; traduit de l'anglais (américain) par Anne Delcourt";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Telgemeier, Raina (1977-....) | Delcourt, Anne | Telgemeier, Raina (1977-....). Auteur du texte | ;Delcourt, Anne. Traducteur;Gallimard jeunesse (Paris);2008;Code à barres commercial : EAN 9782070613656;;;fre | français | ;"1 vol. (390 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb412719395 | ISBN 9782070613656 | ;41271939;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJB-2899 | ;2;"Le secret de Lucy / Ann M. Martin ; une bande dessinée de Raina Telgemeier ; traduit de l'anglais (américain) par Anne Delcourt";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Telgemeier, Raina (1977-....) | Delcourt, Anne | Telgemeier, Raina (1977-....). Auteur du texte | ;Delcourt, Anne. Traducteur;Gallimard jeunesse (Paris);2008;Code à barres commercial : EAN 9782070613656;;;fre | français | ;"1 vol. (390 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42014846f | ISBN 9782070623969 | ;42014846;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2009-152327 | ;1;"Les meilleures copines du monde / Ann M. Martin ; traduit de l'anglais par Dominique Laplier, Camille Weil, Martine Gosselin... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2009;Code à barres commercial : EAN 9782070623969;;;fre | français | ;"1 vol. (380 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42014846f | ISBN 9782070623969 | ;42014846;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJ-194 | ;2;"Les meilleures copines du monde / Ann M. Martin ; traduit de l'anglais par Dominique Laplier, Camille Weil, Martine Gosselin... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2009;Code à barres commercial : EAN 9782070623969;;;fre | français | ;"1 vol. (380 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb422143510 | ISBN 9782070632497 | ;42214351;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2010-126301 | ;1;"Une année formidable / Ann M. Martin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2010;Code à barres commercial : EAN 9782070632497;;;fre | français | ;"1 vol. (352 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb422143510 | ISBN 9782070632497 | ;42214351;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJ-2434 | ;2;"Une année formidable / Ann M. Martin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2010;Code à barres commercial : EAN 9782070632497;;;fre | français | ;"1 vol. (352 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42726559v | ISBN 9782070637942 | ;42726559;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2012-192617 | ;1;"La fondation du club / Ann M. Martin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2011;Code à barres commercial : EAN 9782070637942;;;fre | français | ;"1 vol. (322 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42726559v | ISBN 9782070637942 | ;42726559;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJ-5060 | ;2;"La fondation du club / Ann M. Martin ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2011;Code à barres commercial : EAN 9782070637942;;;fre | français | ;"1 vol. (322 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42726125f | ISBN 9782070647811 | ;42726125;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2012-192174 | ;1;"Nos plus grandes histoires d'amour / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Bravo, Émile (1964-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2012;Code à barres commercial : EAN 9782070647811;;;fre | français | ;"1 vol. (335 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb42726125f | ISBN 9782070647811 | ;42726125;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJ-7211 | ;2;"Nos plus grandes histoires d'amour / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Bravo, Émile (1964-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2012;Code à barres commercial : EAN 9782070647811;;;fre | français | ;"1 vol. (335 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb436026858 | ISBN 9782070653713 | ;43602685;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2013-179379 | ;1;"Inséparables / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil, Karine Jovelin, Sophie Merlin... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2013;Code à barres commercial : EAN 9782070653713;;;fre | français | ;"1 vol. (343 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb43496243q | ISBN 9782070660537 | ;43496243;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJ-14816 | ;1;"Nos plus grands frissons / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Bravo, Émile (1964-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2014;Code à barres commercial : EAN 9782070660537;;;fre | français | ;"1 vol. (358 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb43496243q | ISBN 9782070660537 | ;43496243;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2014-255986 | ;2;"Nos plus grands frissons / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Bravo, Émile (1964-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2014;Code à barres commercial : EAN 9782070660537;;;fre | français | ;"1 vol. (358 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb44479350q | ISBN 9782070668410 | ;44479350;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-332362 | ;1;"Carla et les trois monstres / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2015;"Collection : (Folio junior ; 1743) | Code à barres commercial : EAN 9782070668410 | ";;;fre | français | ;"1 vol. (146 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb44479287s | ISBN 9782070667062 | ;44479287;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-332306 | ;1;"Claudia et le visiteur fantôme / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2015;"Collection : (Folio junior ; 1727) | Code à barres commercial : EAN 9782070667062 | ";;;fre | français | ;"1 vol. (130 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb44492084x;44492084;ensemble monographique : notice d'ensemble bibliographique | monographie;texte imprimé;;;Le club des baby-sitters / Ann M. Martin;Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | ;;Gallimard jeunesse (Paris);2015;Collection : (Folio junior);;;fre | français | ;18 cm;
http://catalogue.bnf.fr/ark:/12148/cb44305931h | ISBN 9782070665976 | ;44305931;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-92112 | ;1;"Un coeur gros comme ça / Ann M. Martin ; traduit de l'anglais par Stéphanie Alglave, Cécile Giroldi et Nouannipha Simon ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | Simon, Nouannipha (1973-....) | Bravo, Émile (1964-....) | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | Simon, Nouannipha (1973-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2015;Code à barres commercial : EAN 9782070665976;;;fre | français | ;"1 vol. (358 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb44305931h | ISBN 9782070665976 | ;44305931;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-331051 | ;2;"Un coeur gros comme ça / Ann M. Martin ; traduit de l'anglais par Stéphanie Alglave, Cécile Giroldi et Nouannipha Simon ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | Simon, Nouannipha (1973-....) | Bravo, Émile (1964-....) | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | Simon, Nouannipha (1973-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2015;Code à barres commercial : EAN 9782070665976;;;fre | français | ;"1 vol. (358 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb44479786t | ISBN 9782070667055 | ;44479786;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-332784 | ;1;"L'idée géniale de Kristy / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2015;"Collection : (Folio junior ; 1726) | Code à barres commercial : EAN 9782070667055 | ";;;fre | français | ;"1 vol. (148 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb444794907 | ISBN 9782070668403 | ;44479490;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2015-332485 | ;1;"Pas de panique, Mary Anne ! / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2015;"Collection : (Folio junior ; 1742) | Code à barres commercial : EAN 9782070668403 | ";;;fre | français | ;"1 vol. (135 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb44522778n | ISBN 9782070667079 | ;44522778;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2016-62156 | ;1;"Le secret de Lucy / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2015;"Collection : (Folio junior ; 1728) | Code à barres commercial : EAN 9782070667079 | ";;;fre | français | ;"1 vol. (137 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45261161g | ISBN 9782070591244 | ;45261161;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2017-105871 | ;1;"Claudia a des ennuis / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2016;"Collection : (Folio junior ; 1766) | Code à barres commercial : EAN 9782070591244 | ";;;fre | français | ;"1 vol. (140 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45127461r | ISBN 9782070667048 | ;45127461;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2017-92969 | ;1;"La fondation du club / Ann M. Martin ; traduit de l'américain par Vanessa Rubio ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rubio-Barreau, Vanessa | Friha, Karim (1980-....) | ;Rubio-Barreau, Vanessa. Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2016;"Collection : (Folio junior ; 1725) | Code à barres commercial : EAN 9782070667048 | ";;;fre | français | ;"1 vol. (203 p.) ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45253272p | ISBN 9782070591237 | ;45253272;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2017-97290 | ;1;"Un grand jour pour Kristy / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2016;"Collection : (Folio junior ; 1765) | Code à barres commercial : EAN 9782070591237 | ";;;fre | français | ;"1 vol. (130 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45251901m | ISBN 9782070581245 | ;45251901;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2017-94631 | ;1;"Nos histoires inoubliables / Ann M. Martin ; traduit de l'anglais par Françoise Rose, Camille Weil et Sophie Merlin ; [illustration, Émile Bravo]";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | Merlin, Sophie | Bravo, Émile (1964-....) | ;Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | Merlin, Sophie. Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2016;Code à barres commercial : EAN 9782070581245;;;fre | français | ;"1 vol. (364 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb45594772n | ISBN 9782075090834 | ;45594772;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190965 | ;1;"Au revoir, Lucy ! / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil et Camille Weil ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | Friha, Karim (1980-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | Friha, Karim (1980-....). Illustrateur | ;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1804) | Code à barres commercial : EAN 9782075090834 | ";;;fre | français | ;"1 vol. (136 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45594874m | ISBN 9782075074834 | ;45594874;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-191098 | ;1;"Carla et le passage secret / Ann M. Martin ; illustrations de Karim Friha";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Friha, Karim (1980-....) | ;Friha, Karim (1980-....). Illustrateur;Gallimard jeunesse (Paris);2017;"Collection : (Folio junior ; 1780) | Code à barres commercial : EAN 9782075074834 | ";;;fre | français | ;"1 vol. (138 p.) : ill. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb45626099z;45626099;ensemble monographique : notice d'ensemble bibliographique | monographie;texte imprimé;;;"Le club des baby-sitters / une bande dessinée de Raina Telgemeier ; [d'après] Anne M. Martin";Telgemeier, Raina (1977-....). Auteur du texte | Telgemeier, Raina (1977-....) | Martin, Ann M. (1955-....) | ;Martin, Ann M. (1955-....). Auteur adapté;Gallimard jeunesse (Paris);2017;;;;fre | français | ;21 cm;
http://catalogue.bnf.fr/ark:/12148/cb456004140 | ISBN 9782075085458 | ;45600414;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-197458 | ;1;"Frères et soeurs, quel bonheur ! / Ann M. Martin ; traduit de l'anglais par Sophie Merlin et Nouannipha Simon ; illustration d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | Simon, Nouannipha (1973-....) | Bravo, Émile (1964-....) | ;Merlin, Sophie. Traducteur | Simon, Nouannipha (1973-....). Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2017;Code à barres commercial : EAN 9782075085458;;;fre | français | ;"1 vol. (379 p.) : ill. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb452096815 | ISBN 9782070594351 | ;45209681;monographie;texte imprimé;Tolbiac | libre-accès Haut-de-jardin | Littérature et art | -Littérature et art- Salle I -Actualité de l'édition | ;1;"L'idée géniale de Kristy / une bande dessinée de Raina Telgemeier ; [d'après] Ann M. Martin ; couleurs de Braden Lamb ; traduit de l'anglais par Anne Delcourt";Telgemeier, Raina (1977-....). Auteur du texte | Telgemeier, Raina (1977-....) | Martin, Ann M. (1955-....) | ;Martin, Ann M. (1955-....). Auteur adapté;Gallimard jeunesse (Paris);2017;Code à barres commercial : EAN 9782070594351;;;fre | français | ;"1 vol. (180 p.) : ill. en coul. ; 21 cm";
http://catalogue.bnf.fr/ark:/12148/cb452096815 | ISBN 9782070594351 | ;45209681;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2018-190663 | ;2;"L'idée géniale de Kristy / une bande dessinée de Raina Telgemeier ; [d'après] Ann M. Martin ; couleurs de Braden Lamb ; traduit de l'anglais par Anne Delcourt";Telgemeier, Raina (1977-....). Auteur du texte | Telgemeier, Raina (1977-....) | Martin, Ann M. (1955-....) | ;Martin, Ann M. (1955-....). Auteur adapté;Gallimard jeunesse (Paris);2017;Code à barres commercial : EAN 9782070594351;;;fre | français | ;"1 vol. (180 p.) : ill. en coul. ; 21 cm";
